# lot C-ter volet 1 — CT.1.1 — film 606d9844 — resume par (slot, mode, tag), calcule sur les lectures CHAINEES ; non_chainees = lectures ecartees ; bande = 1 stricte
slot	bande	mode	tag	emissions	avec_valeur	non_chainees	distinctes	changements	joueurs	t_ms_premiere	t_ms_derniere	frame_premiere	frame_derniere	valeurs_top4
1471	0	B	0	0	0	2	0	0	0	0	0	-1	-1	
1471	0	B	1	0	0	2	0	0	0	0	0	-1	-1	
1471	0	B	4	0	0	1	0	0	0	0	0	-1	-1	
1471	0	B	5	0	0	1	0	0	0	0	0	-1	-1	
1471	0	B	6	0	0	2	0	0	0	0	0	-1	-1	
1471	0	B	8	0	0	2	0	0	0	0	0	-1	-1	
1471	0	B	9	0	0	1	0	0	0	0	0	-1	-1	
1471	0	B	10	0	0	3	0	0	0	0	0	-1	-1	
1471	0	B	13	0	0	1	0	0	0	0	0	-1	-1	
1471	0	B	15	1	1	0	1	0	1	57537	57537	506	506	0x0000000E x1
1472	0	A	3	0	0	1	0	0	0	0	0	-1	-1	
1472	0	A	6	0	0	1	0	0	0	0	0	-1	-1	
1472	0	B	0	0	0	6	0	0	0	0	0	-1	-1	
1472	0	B	1	0	0	2	0	0	0	0	0	-1	-1	
1472	0	B	2	0	0	2	0	0	0	0	0	-1	-1	
1472	0	B	3	0	0	2	0	0	0	0	0	-1	-1	
1472	0	B	4	0	0	5	0	0	0	0	0	-1	-1	
1472	0	B	5	0	0	3	0	0	0	0	0	-1	-1	
1472	0	B	6	0	0	3	0	0	0	0	0	-1	-1	
1472	0	B	7	0	0	2	0	0	0	0	0	-1	-1	
