# lot C-ter volet 1 — CT.1.1 — film 01e1f945 (KOTH / catalyst) — 10239 lectures ti=13
# t_ms = ms depuis le premier paquet du film ; t_frame = frame du rejeu (origine 12588 ms, pas 100 ms), -1 hors axe ; film_index = -1 en mode A ; chaine = le record porteur chaine (1) ; bande = stricte (1) ou comblee (0)
slot	mode	tag	film_index	t_ms	t_frame	valeur_brute	valeur_lue	chaine	bande
1383	B	8	19	40851	282	1141541888	0x440A8C00	0	1
1431	B	9	19	40867	282	1141542912	0x440A9000	0	0
1411	A	8	-1	41568	289	-	-	0	0
1415	A	8	-1	41635	290	-	-	0	0
1394	B	7	3	41851	292	12911608	53.91837	0	1
1445	A	6	-1	42135	295	2917181	0x002C833D	0	0
1470	A	8	-1	42552	299	-	-	0	1
1466	B	11	20	43737	311	11	10	0	0
1466	B	11	20	43754	311	10	9	0	0
1386	B	11	28	43853	312	9	8	0	1
1466	B	11	16	44087	314	8	7	0	0
1415	B	1	18	44822	322	-	-	0	0
1415	B	0	23	44822	322	-	-	0	0
1440	B	7	27	44938	323	16647195	98.45004	0	0
1472	B	7	27	44955	323	16647195	98.45004	0	1
1388	A	10	-1	45455	328	-	-	0	1
1388	B	6	10	45739	331	-	-	0	1
1409	A	8	-1	45805	332	-	-	0	0
1409	B	0	18	45805	332	-	-	0	0
1410	A	8	-1	45822	332	-	-	0	0
1411	A	6	-1	45839	332	44860196	0x02AC8324	0	0
1411	B	7	2	45839	332	5093040	-39.28622	0	0
1388	B	0	2	45922	333	-	-	0	1
1396	B	4	9	46206	336	-	-	0	1
1445	A	10	-1	46406	338	-	-	0	0
1449	B	14	18	46473	338	10	9	0	0
1445	B	3	30	46524	339	-	-	0	0
1409	B	14	25	46524	339	0	-1	0	0
1461	A	10	-1	46673	340	-	-	0	0
1465	B	12	18	46740	341	11	10	0	0
1465	A	6	-1	46740	341	2917169	0x002C8331	0	0
1465	B	13	18	46740	341	12	11	0	0
1409	B	5	15	46990	344	-	-	0	0
1441	B	5	15	47007	344	-	-	0	0
1441	B	15	31	47007	344	3	2	0	0
1441	B	5	15	47024	344	-	-	0	0
1441	B	14	27	47024	344	3	2	0	0
1473	B	5	15	47040	344	-	-	0	1
1473	B	14	19	47040	344	3	2	0	1
1473	B	5	14	47107	345	-	-	0	1
1473	B	5	14	47124	345	-	-	0	1
1473	B	5	14	47141	345	-	-	0	1
1473	B	5	14	47157	345	-	-	0	1
1441	B	5	14	47174	345	-	-	0	0
1441	B	14	31	47174	345	2	1	0	0
1441	B	5	14	47190	346	-	-	0	0
1441	B	14	27	47190	346	2	1	0	0
1409	B	5	14	47207	346	-	-	0	0
1409	B	15	19	47207	346	1	0	0	0
1409	B	5	14	47224	346	-	-	0	0
1409	B	15	15	47224	346	3	2	0	0
1433	A	6	-1	47674	350	3288751188	0xC4065C54	0	0
1390	B	0	14	47691	351	-	-	0	1
1411	B	13	23	47874	352	6	5	0	0
1435	B	13	23	47942	353	7	6	0	0
1447	B	13	23	47974	353	7	6	0	0
1445	B	3	30	48009	354	-	-	0	0
1463	B	13	23	48009	354	8	7	0	0
1449	B	5	24	48141	355	-	-	0	0
1386	B	2	10	48659	360	-	-	0	1
1386	B	2	10	48676	360	-	-	0	1
